Serial Number,Project Name,Project Num,Sector,Vintage,Date of Action,Quantity,CreditType,Credit Status,Comments
FCC-ISL-354-17-14-R-0-2044,Arnaldsstaðir,17,14,2044,,7,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2044,Arnaldsstaðir,17,14,2044,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2044,Arnaldsstaðir,17,14,2044,,12,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2044,Arnaldsstaðir,17,14,2044,,41,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2044,Arnaldsstaðir,17,14,2044,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2044,Arnaldsstaðir,17,14,2044,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2045,Arnaldsstaðir,17,14,2045,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2045,Arnaldsstaðir,17,14,2045,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2045,Arnaldsstaðir,17,14,2045,,403,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2045,Arnaldsstaðir,17,14,2045,,51,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2045,Arnaldsstaðir,17,14,2045,,7,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2045,Arnaldsstaðir,17,14,2045,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2045,Arnaldsstaðir,17,14,2045,,12,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2045,Arnaldsstaðir,17,14,2045,,41,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2045,Arnaldsstaðir,17,14,2045,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2045,Arnaldsstaðir,17,14,2045,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2046,Arnaldsstaðir,17,14,2046,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2046,Arnaldsstaðir,17,14,2046,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2046,Arnaldsstaðir,17,14,2046,,393,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2046,Arnaldsstaðir,17,14,2046,,50,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2046,Arnaldsstaðir,17,14,2046,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2046,Arnaldsstaðir,17,14,2046,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2046,Arnaldsstaðir,17,14,2046,,12,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2046,Arnaldsstaðir,17,14,2046,,40,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2046,Arnaldsstaðir,17,14,2046,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2046,Arnaldsstaðir,17,14,2046,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2047,Arnaldsstaðir,17,14,2047,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2047,Arnaldsstaðir,17,14,2047,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2047,Arnaldsstaðir,17,14,2047,,380,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2047,Arnaldsstaðir,17,14,2047,,48,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2047,Arnaldsstaðir,17,14,2047,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2047,Arnaldsstaðir,17,14,2047,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2047,Arnaldsstaðir,17,14,2047,,11,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2047,Arnaldsstaðir,17,14,2047,,38,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2047,Arnaldsstaðir,17,14,2047,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2047,Arnaldsstaðir,17,14,2047,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2048,Arnaldsstaðir,17,14,2048,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2048,Arnaldsstaðir,17,14,2048,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2048,Arnaldsstaðir,17,14,2048,,362,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2048,Arnaldsstaðir,17,14,2048,,46,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2048,Arnaldsstaðir,17,14,2048,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2048,Arnaldsstaðir,17,14,2048,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2048,Arnaldsstaðir,17,14,2048,,11,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2048,Arnaldsstaðir,17,14,2048,,36,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2048,Arnaldsstaðir,17,14,2048,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2048,Arnaldsstaðir,17,14,2048,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2049,Arnaldsstaðir,17,14,2049,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2049,Arnaldsstaðir,17,14,2049,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2049,Arnaldsstaðir,17,14,2049,,342,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2049,Arnaldsstaðir,17,14,2049,,43,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2049,Arnaldsstaðir,17,14,2049,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2049,Arnaldsstaðir,17,14,2049,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2049,Arnaldsstaðir,17,14,2049,,10,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2049,Arnaldsstaðir,17,14,2049,,34,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2049,Arnaldsstaðir,17,14,2049,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2049,Arnaldsstaðir,17,14,2049,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2050,Arnaldsstaðir,17,14,2050,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2050,Arnaldsstaðir,17,14,2050,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2050,Arnaldsstaðir,17,14,2050,,323,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2050,Arnaldsstaðir,17,14,2050,,40,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2050,Arnaldsstaðir,17,14,2050,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2050,Arnaldsstaðir,17,14,2050,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2050,Arnaldsstaðir,17,14,2050,,10,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2050,Arnaldsstaðir,17,14,2050,,32,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2050,Arnaldsstaðir,17,14,2050,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2050,Arnaldsstaðir,17,14,2050,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2051,Arnaldsstaðir,17,14,2051,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2051,Arnaldsstaðir,17,14,2051,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2051,Arnaldsstaðir,17,14,2051,,269,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2051,Arnaldsstaðir,17,14,2051,,38,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2051,Arnaldsstaðir,17,14,2051,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2051,Arnaldsstaðir,17,14,2051,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2051,Arnaldsstaðir,17,14,2051,,9,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2051,Arnaldsstaðir,17,14,2051,,60,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2051,Arnaldsstaðir,17,14,2051,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2051,Arnaldsstaðir,17,14,2051,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2052,Arnaldsstaðir,17,14,2052,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2052,Arnaldsstaðir,17,14,2052,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2052,Arnaldsstaðir,17,14,2052,,280,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2052,Arnaldsstaðir,17,14,2052,,35,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2052,Arnaldsstaðir,17,14,2052,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2052,Arnaldsstaðir,17,14,2052,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2052,Arnaldsstaðir,17,14,2052,,8,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2052,Arnaldsstaðir,17,14,2052,,28,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2052,Arnaldsstaðir,17,14,2052,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2052,Arnaldsstaðir,17,14,2052,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2053,Arnaldsstaðir,17,14,2053,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2053,Arnaldsstaðir,17,14,2053,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2053,Arnaldsstaðir,17,14,2053,,259,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2053,Arnaldsstaðir,17,14,2053,,33,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2053,Arnaldsstaðir,17,14,2053,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2053,Arnaldsstaðir,17,14,2053,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2053,Arnaldsstaðir,17,14,2053,,8,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2053,Arnaldsstaðir,17,14,2053,,26,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2053,Arnaldsstaðir,17,14,2053,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2053,Arnaldsstaðir,17,14,2053,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2054,Arnaldsstaðir,17,14,2054,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2054,Arnaldsstaðir,17,14,2054,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2054,Arnaldsstaðir,17,14,2054,,243,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2054,Arnaldsstaðir,17,14,2054,,30,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2054,Arnaldsstaðir,17,14,2054,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2054,Arnaldsstaðir,17,14,2054,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2054,Arnaldsstaðir,17,14,2054,,7,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2054,Arnaldsstaðir,17,14,2054,,24,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2054,Arnaldsstaðir,17,14,2054,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2054,Arnaldsstaðir,17,14,2054,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2055,Arnaldsstaðir,17,14,2055,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2055,Arnaldsstaðir,17,14,2055,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2055,Arnaldsstaðir,17,14,2055,,224,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2055,Arnaldsstaðir,17,14,2055,,28,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2055,Arnaldsstaðir,17,14,2055,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2055,Arnaldsstaðir,17,14,2055,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2055,Arnaldsstaðir,17,14,2055,,7,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2055,Arnaldsstaðir,17,14,2055,,23,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2055,Arnaldsstaðir,17,14,2055,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2055,Arnaldsstaðir,17,14,2055,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2056,Arnaldsstaðir,17,14,2056,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2056,Arnaldsstaðir,17,14,2056,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2056,Arnaldsstaðir,17,14,2056,,209,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2056,Arnaldsstaðir,17,14,2056,,26,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2056,Arnaldsstaðir,17,14,2056,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2056,Arnaldsstaðir,17,14,2056,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2056,Arnaldsstaðir,17,14,2056,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2056,Arnaldsstaðir,17,14,2056,,21,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2056,Arnaldsstaðir,17,14,2056,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2056,Arnaldsstaðir,17,14,2056,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2057,Arnaldsstaðir,17,14,2057,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2057,Arnaldsstaðir,17,14,2057,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2057,Arnaldsstaðir,17,14,2057,,193,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2057,Arnaldsstaðir,17,14,2057,,24,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2057,Arnaldsstaðir,17,14,2057,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2057,Arnaldsstaðir,17,14,2057,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2057,Arnaldsstaðir,17,14,2057,,6,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2057,Arnaldsstaðir,17,14,2057,,19,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2057,Arnaldsstaðir,17,14,2057,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2057,Arnaldsstaðir,17,14,2057,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2058,Arnaldsstaðir,17,14,2058,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2058,Arnaldsstaðir,17,14,2058,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2058,Arnaldsstaðir,17,14,2058,,178,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2058,Arnaldsstaðir,17,14,2058,,23,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2058,Arnaldsstaðir,17,14,2058,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2058,Arnaldsstaðir,17,14,2058,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2058,Arnaldsstaðir,17,14,2058,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2058,Arnaldsstaðir,17,14,2058,,18,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2058,Arnaldsstaðir,17,14,2058,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2058,Arnaldsstaðir,17,14,2058,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2059,Arnaldsstaðir,17,14,2059,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2059,Arnaldsstaðir,17,14,2059,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2059,Arnaldsstaðir,17,14,2059,,165,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2059,Arnaldsstaðir,17,14,2059,,21,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2059,Arnaldsstaðir,17,14,2059,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2059,Arnaldsstaðir,17,14,2059,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2059,Arnaldsstaðir,17,14,2059,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2059,Arnaldsstaðir,17,14,2059,,17,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2059,Arnaldsstaðir,17,14,2059,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2059,Arnaldsstaðir,17,14,2059,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2060,Arnaldsstaðir,17,14,2060,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2060,Arnaldsstaðir,17,14,2060,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2060,Arnaldsstaðir,17,14,2060,,153,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2060,Arnaldsstaðir,17,14,2060,,20,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2060,Arnaldsstaðir,17,14,2060,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2060,Arnaldsstaðir,17,14,2060,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2060,Arnaldsstaðir,17,14,2060,,5,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2060,Arnaldsstaðir,17,14,2060,,16,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2060,Arnaldsstaðir,17,14,2060,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2060,Arnaldsstaðir,17,14,2060,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2061,Arnaldsstaðir,17,14,2061,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2061,Arnaldsstaðir,17,14,2061,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2061,Arnaldsstaðir,17,14,2061,,145,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2061,Arnaldsstaðir,17,14,2061,,18,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2061,Arnaldsstaðir,17,14,2061,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2061,Arnaldsstaðir,17,14,2061,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2061,Arnaldsstaðir,17,14,2061,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2061,Arnaldsstaðir,17,14,2061,,15,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2061,Arnaldsstaðir,17,14,2061,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2061,Arnaldsstaðir,17,14,2061,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2062,Arnaldsstaðir,17,14,2062,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2062,Arnaldsstaðir,17,14,2062,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2062,Arnaldsstaðir,17,14,2062,,134,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2062,Arnaldsstaðir,17,14,2062,,17,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2062,Arnaldsstaðir,17,14,2062,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2062,Arnaldsstaðir,17,14,2062,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2062,Arnaldsstaðir,17,14,2062,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2062,Arnaldsstaðir,17,14,2062,,14,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2062,Arnaldsstaðir,17,14,2062,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2062,Arnaldsstaðir,17,14,2062,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2063,Arnaldsstaðir,17,14,2063,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2063,Arnaldsstaðir,17,14,2063,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2063,Arnaldsstaðir,17,14,2063,,126,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2063,Arnaldsstaðir,17,14,2063,,16,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2063,Arnaldsstaðir,17,14,2063,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2063,Arnaldsstaðir,17,14,2063,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2063,Arnaldsstaðir,17,14,2063,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2063,Arnaldsstaðir,17,14,2063,,13,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2063,Arnaldsstaðir,17,14,2063,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2063,Arnaldsstaðir,17,14,2063,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2064,Arnaldsstaðir,17,14,2064,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2064,Arnaldsstaðir,17,14,2064,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2064,Arnaldsstaðir,17,14,2064,,116,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2064,Arnaldsstaðir,17,14,2064,,15,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2064,Arnaldsstaðir,17,14,2064,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2064,Arnaldsstaðir,17,14,2064,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2064,Arnaldsstaðir,17,14,2064,,4,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2064,Arnaldsstaðir,17,14,2064,,12,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2064,Arnaldsstaðir,17,14,2064,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2064,Arnaldsstaðir,17,14,2064,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2065,Arnaldsstaðir,17,14,2065,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2065,Arnaldsstaðir,17,14,2065,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2065,Arnaldsstaðir,17,14,2065,,111,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2065,Arnaldsstaðir,17,14,2065,,14,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2065,Arnaldsstaðir,17,14,2065,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2065,Arnaldsstaðir,17,14,2065,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2065,Arnaldsstaðir,17,14,2065,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2065,Arnaldsstaðir,17,14,2065,,11,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2065,Arnaldsstaðir,17,14,2065,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2065,Arnaldsstaðir,17,14,2065,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2066,Arnaldsstaðir,17,14,2066,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2066,Arnaldsstaðir,17,14,2066,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2066,Arnaldsstaðir,17,14,2066,,104,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2066,Arnaldsstaðir,17,14,2066,,13,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2066,Arnaldsstaðir,17,14,2066,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2066,Arnaldsstaðir,17,14,2066,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2066,Arnaldsstaðir,17,14,2066,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2066,Arnaldsstaðir,17,14,2066,,10,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2066,Arnaldsstaðir,17,14,2066,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2066,Arnaldsstaðir,17,14,2066,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2067,Arnaldsstaðir,17,14,2067,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2067,Arnaldsstaðir,17,14,2067,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2067,Arnaldsstaðir,17,14,2067,,100,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2067,Arnaldsstaðir,17,14,2067,,12,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2067,Arnaldsstaðir,17,14,2067,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2067,Arnaldsstaðir,17,14,2067,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2067,Arnaldsstaðir,17,14,2067,,10,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2067,Arnaldsstaðir,17,14,2067,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2067,Arnaldsstaðir,17,14,2067,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2068,Arnaldsstaðir,17,14,2068,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2068,Arnaldsstaðir,17,14,2068,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2068,Arnaldsstaðir,17,14,2068,,93,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2068,Arnaldsstaðir,17,14,2068,,12,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2068,Arnaldsstaðir,17,14,2068,,2,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2068,Arnaldsstaðir,17,14,2068,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2068,Arnaldsstaðir,17,14,2068,,9,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2068,Arnaldsstaðir,17,14,2068,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2068,Arnaldsstaðir,17,14,2068,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2069,Arnaldsstaðir,17,14,2069,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2069,Arnaldsstaðir,17,14,2069,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2069,Arnaldsstaðir,17,14,2069,,89,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2069,Arnaldsstaðir,17,14,2069,,11,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2069,Arnaldsstaðir,17,14,2069,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2069,Arnaldsstaðir,17,14,2069,,3,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2069,Arnaldsstaðir,17,14,2069,,9,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2069,Arnaldsstaðir,17,14,2069,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2069,Arnaldsstaðir,17,14,2069,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2070,Arnaldsstaðir,17,14,2070,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2070,Arnaldsstaðir,17,14,2070,,1,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2070,Arnaldsstaðir,17,14,2070,,85,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2070,Arnaldsstaðir,17,14,2070,,10,FCC,Ex-ante,
FCC-ISL-354-17-14-R-0-2070,Arnaldsstaðir,17,14,2070,,1,FCC,Ex-ante,
