step,train_loss,train_mean_token_accuracy,valid_loss,valid_mean_token_accuracy,full_valid_loss,full_valid_mean_token_accuracy
1,2.205840587615967,0.6277056336402893,1.315521697608792,0.8673469387755102,,
2,1.614214539527893,0.7547169923782349,2.1562965283027062,0.6538461538461539,,
3,0.8169651627540588,0.90625,0.4626860801990216,0.9326923076923077,,
4,2.0805585384368896,0.6580086350440979,0.7364954546273473,0.891566265060241,,
5,1.9708479642868042,0.6465116143226624,2.015093446588841,0.6598639455782312,,
6,0.43103864789009094,0.9146341681480408,0.953506852899279,0.9017857142857143,,
7,0.9721935391426086,0.8039867281913757,0.3885353125777899,0.9509803921568627,,
8,1.8617702722549438,0.6722561120986938,1.2439082424815109,0.8414634146341463,,
9,0.6341866254806519,0.9027777910232544,1.6305942031255378,0.7533039647577092,,
10,0.34653979539871216,0.9504950642585754,1.2603724430768917,0.8141025641025641,,
11,1.2174220085144043,0.7376237511634827,0.6617230517523629,0.9196428571428571,,
12,0.13634920120239258,0.9775640964508057,1.970896530710707,0.6187683284457478,,
13,1.9586881399154663,0.6805555820465088,0.1412019098041863,0.9834437086092715,,
14,1.8097366094589233,0.6600910425186157,0.8921026076589312,0.8571428571428571,,
15,0.644961953163147,0.9196428656578064,0.32703851473213424,0.9455445544554455,,
16,0.9209303855895996,0.8865247964859009,0.8736276437740514,0.8762376237623762,,
17,0.5179762244224548,0.9166666865348816,1.4711783409118653,0.7151515151515152,,
18,1.0010108947753906,0.843137264251709,0.5801139158361098,0.8921568627450981,,
19,0.09946876019239426,0.9849397540092468,0.567622446831856,0.9198473282442748,,
20,1.2947056293487549,0.7935323119163513,2.6994664669036865,0.45,,
21,0.9012870788574219,0.8658536672592163,0.33742629780488853,0.9509803921568627,,
22,0.6721919775009155,0.905940592288971,0.3929952893938337,0.9285714285714286,,
23,0.7129186391830444,0.8894008994102478,0.6333099066042432,0.8725490196078431,,
24,0.7583597302436829,0.8725489974021912,0.9869770354210736,0.7840531561461794,,
25,0.08678773790597916,0.9863013625144958,1.370577789488293,0.7142857142857143,,
26,0.22835849225521088,0.9509803652763367,0.17402851581573486,0.9375,,
27,1.4716346263885498,0.7403314709663391,0.7394659892077694,0.8957345971563981,,
28,0.17509698867797852,0.9464285969734192,1.2242525174067571,0.7980769230769231,,
29,0.13900448381900787,0.9375,1.0135345395827136,0.7947019867549668,,
30,0.43433132767677307,0.9411764740943909,0.3733273674460018,0.9117647058823529,,
31,0.06046624481678009,0.9837133288383484,0.6482217974132962,0.8611111111111112,,
32,0.189838707447052,0.9411764740943909,0.4804324478399558,0.9344262295081968,,
33,0.2708945870399475,0.9464285969734192,0.34132968527930124,0.9285714285714286,,
34,1.6858712434768677,0.6757990717887878,0.31253185459211763,0.9313725490196079,,
35,0.4896131753921509,0.9246987700462341,0.19924820728183534,0.9658385093167702,,
36,0.12849853932857513,0.9509803652763367,0.6482983976602554,0.9010416666666666,,
37,0.6506382822990417,0.9017857313156128,0.6045676593122811,0.9100985221674877,,
38,0.32720062136650085,0.9375,0.9954525901050102,0.8292682926829268,,
39,0.0627487376332283,0.9910714030265808,0.6284313768443495,0.8960396039603961,,
40,1.6445034742355347,0.7361111044883728,0.4393005900912815,0.9236111111111112,,
41,0.28177204728126526,0.9509803652763367,0.2526809573173523,0.96875,,
42,0.9135833978652954,0.8495575189590454,1.6622908607885152,0.6879861711322386,,
43,1.8963006734848022,0.6529411673545837,1.2262976719782903,0.7916666666666666,,
44,1.9645562171936035,0.6455696225166321,1.5675971077402258,0.748898678414097,,
45,0.05330946668982506,0.9729729890823364,1.7562874209496282,0.7580645161290323,,
46,2.2992465496063232,0.6333333253860474,0.370327719326677,0.9206896551724137,,
47,0.09328144788742065,0.970588207244873,0.020512954861510033,0.9901960784313726,,
48,0.055329371243715286,0.9868420958518982,0.6031546734347202,0.9108910891089109,,
49,2.1832187175750732,0.6270270347595215,0.6626153915159164,0.8870967741935484,,
50,0.1958925426006317,0.9719626307487488,0.07867549714587983,0.9761904761904762,,
51,0.044769611209630966,0.9821428656578064,0.01559149301969088,0.9967948717948718,,
52,0.020743368193507195,0.9941691160202026,0.09210002713087129,0.9634146341463414,,
