id,filename,heading,mapped_categories,start_page,end_page,heading_name,heading_number,section
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.2 Required Technical Skills (G4.2),ghg_emission_reduction,26,26,2.4.2 Required Technical Skills (G4.2),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.2 Required Technical Skills (G4.2),project_proponent,26,26,2.4.2 Required Technical Skills (G4.2),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.3 Management Team Experience (G4.2),other_entities,26,26,2.4.3 Management Team Experience (G4.2),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.3 Management Team Experience (G4.2),project_proponent,26,26,2.4.3 Management Team Experience (G4.2),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.4 Project Management Partnerships/Team Development (G4.2),project_management_partnerships,26,26,2.4.4 Project Management Partnerships/Team Development (G4.2),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.5 Financial Health of Implementing Organization(s) (G4.3),other_entities,26,26,2.4.5 Financial Health of Implementing Organization(s) (G4.3),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.5 Financial Health of Implementing Organization(s) (G4.3),project_proponent,26,26,2.4.5 Financial Health of Implementing Organization(s) (G4.3),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.6 Avoidance of Corruption and Other Unethical Behavior (G4.3),other_entities,26,27,2.4.6 Avoidance of Corruption and Other Unethical Behavior (G4.3),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.6 Avoidance of Corruption and Other Unethical Behavior (G4.3),project_proponent,26,27,2.4.6 Avoidance of Corruption and Other Unethical Behavior (G4.3),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),project_title,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),other_entities,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),project_proponent,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),project_start_date,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),project_summary,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),leakage_analysis,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),ghg_emission_reduction,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),date_issue_of_project,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),standard,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),project_size,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),project_location,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),project_country,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),version_of_file,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),expected_first_vintage_of_credit_issuance,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),additional_analysis,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),project_lifetime,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),baseline_analysis,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),natural_catastrophe_climate_change,27,27,2.4.7 Commercially Sensitive Information (Rules 3.5.13 – 3.5.14),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.1 Statutory and Customary Property Rights (G5.1),ghg_emission_reduction,27,27,2.5.1 Statutory and Customary Property Rights (G5.1),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.1 Statutory and Customary Property Rights (G5.1),other_entities,27,27,2.5.1 Statutory and Customary Property Rights (G5.1),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.1 Statutory and Customary Property Rights (G5.1),project_proponent,27,27,2.5.1 Statutory and Customary Property Rights (G5.1),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.2 Recognition of Property Rights (G5.1),project_proponent,27,27,2.5.2 Recognition of Property Rights (G5.1),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,"2.5.3 Free, Prior and Informed Consent (G5.2)",other_entities,27,28,"2.5.3 Free, Prior and Informed Consent (G5.2)",0,0
1825,1825_proj_desc_1825_13mar2019.pdf,"2.5.3 Free, Prior and Informed Consent (G5.2)",project_proponent,27,28,"2.5.3 Free, Prior and Informed Consent (G5.2)",0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.4 Property Rights Protection (G5.3),property_rights_protection,28,28,2.5.4 Property Rights Protection (G5.3),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.5 Illegal Activity Identification (G5.4),natural_catastrophe_climate_change,28,28,2.5.5 Illegal Activity Identification (G5.4),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.6 Ongoing Disputes (G5.5),other_entities,28,28,2.5.6 Ongoing Disputes (G5.5),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.6 Ongoing Disputes (G5.5),project_proponent,28,28,2.5.6 Ongoing Disputes (G5.5),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.7 National and Local Laws (G5.6),natural_catastrophe_climate_change,28,29,2.5.7 National and Local Laws (G5.6),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.8 Approvals (G5.7),project_proponent,29,29,2.5.8 Approvals (G5.7),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.9 Project Ownership (G5.8),other_entities,29,29,2.5.9 Project Ownership (G5.8),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.9 Project Ownership (G5.8),project_proponent,29,29,2.5.9 Project Ownership (G5.8),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.10 Management of Double Counting Risk (G5.9),additional_analysis,29,29,2.5.10 Management of Double Counting Risk (G5.9),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.10 Management of Double Counting Risk (G5.9),baseline_analysis,29,29,2.5.10 Management of Double Counting Risk (G5.9),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.10 Management of Double Counting Risk (G5.9),leakage_analysis,29,29,2.5.10 Management of Double Counting Risk (G5.9),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.11 Emissions Trading Programs and Other Binding Limits,ghg_emission_reduction,29,29,2.5.11 Emissions Trading Programs and Other Binding Limits,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.12 Other Forms of Environmental Credit,ghg_emission_reduction,29,29,2.5.12 Other Forms of Environmental Credit,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.13 Participation under Other GHG Programs,ghg_emission_reduction,29,30,2.5.13 Participation under Other GHG Programs,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,2.5.15 Double Counting (G5.9),ghg_emission_reduction,30,30,2.5.15 Double Counting (G5.9),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.1.1 Title and Reference of Methodology,baseline_analysis,30,30,3.1.1 Title and Reference of Methodology,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.1.2 Applicability of Methodology,baseline_analysis,30,31,3.1.2 Applicability of Methodology,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.1.3 Project Boundary,baseline_analysis,31,32,3.1.3 Project Boundary,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.1.4 Baseline Scenario,baseline_analysis,32,36,3.1.4 Baseline Scenario,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.1.5 Additionality,additional_analysis,36,36,3.1.5 Additionality,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.2.1 Baseline Emissions,ghg_emission_reduction,36,37,3.2.1 Baseline Emissions,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.2.1 Baseline Emissions,baseline_analysis,36,37,3.2.1 Baseline Emissions,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.2.2 Project Emissions,ghg_emission_reduction,37,47,3.2.2 Project Emissions,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.2.3 Leakage,leakage_analysis,47,47,3.2.3 Leakage,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.2.4 Net anthropogenic GHG removals by sinks,ghg_emission_reduction,47,52,3.2.4 Net anthropogenic GHG removals by sinks,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.3.1 Data and Parameters Available at Validation,ghg_emission_reduction,52,54,3.3.1 Data and Parameters Available at Validation,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.3.2 Data and Parameters Monitored,ghg_emission_reduction,54,57,3.3.2 Data and Parameters Monitored,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.3.3 Monitoring Plan,ghg_emission_reduction,57,61,3.3.3 Monitoring Plan,0,0
1825,1825_proj_desc_1825_13mar2019.pdf,3.3.4 Dissemination of Monitoring Plan and Results (CL4.2),project_proponent,61,61,3.3.4 Dissemination of Monitoring Plan and Results (CL4.2),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.1.1 Descriptions of Communities at Project Start (CM1.1),project_location,61,63,4.1.1 Descriptions of Communities at Project Start (CM1.1),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.1.2 Interactions between Communities and Community Groups (CM1.1),other_entities,63,63,4.1.2 Interactions between Communities and Community Groups (CM1.1),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.1.2 Interactions between Communities and Community Groups (CM1.1),project_proponent,63,63,4.1.2 Interactions between Communities and Community Groups (CM1.1),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.1.3 High Conservation Values (CM1.2),other_entities,63,63,4.1.3 High Conservation Values (CM1.2),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.1.3 High Conservation Values (CM1.2),project_proponent,63,63,4.1.3 High Conservation Values (CM1.2),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.1.4 Without-Project Scenario: Community (CM1.3),natural_catastrophe_climate_change,63,63,4.1.4 Without-Project Scenario: Community (CM1.3),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.2.1 Expected Community Impacts (CM2.1),ghg_emission_reduction,63,64,4.2.1 Expected Community Impacts (CM2.1),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.2.2 Negative Community Impact Mitigation (CM2.2),natural_catastrophe_climate_change,64,64,4.2.2 Negative Community Impact Mitigation (CM2.2),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,"4.2.3 Net Positive Community Well-Being (CM2.3, GL1.4)",natural_catastrophe_climate_change,64,65,"4.2.3 Net Positive Community Well-Being (CM2.3, GL1.4)",0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.2.4 High Conservation Values Protected (CM2.4),natural_catastrophe_climate_change,65,65,4.2.4 High Conservation Values Protected (CM2.4),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.3.1 Impacts on Other Stakeholders (CM3.1),other_entities,65,65,4.3.1 Impacts on Other Stakeholders (CM3.1),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.3.2 Mitigation of Negative Impacts on Other Stakeholders (CM3.2),natural_catastrophe_climate_change,65,65,4.3.2 Mitigation of Negative Impacts on Other Stakeholders (CM3.2),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.3.3 Net Impacts on Other Stakeholders (CM3.3),other_entities,65,65,4.3.3 Net Impacts on Other Stakeholders (CM3.3),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,"4.4.1 Community Monitoring Plan (CM4.1, CM4.2, GL1.4, GL2.2, GL2.3, GL2.5)",project_proponent,65,66,"4.4.1 Community Monitoring Plan (CM4.1, CM4.2, GL1.4, GL2.2, GL2.3, GL2.5)",0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.4.2 Monitoring Plan Dissemination (CM4.3),project_proponent,66,66,4.4.2 Monitoring Plan Dissemination (CM4.3),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,4.5 Optional Criterion: Exceptional Community Benefits,project_proponent,66,67,Optional Criterion: Exceptional Community Benefits,4.5,4
1825,1825_proj_desc_1825_13mar2019.pdf,5.1.1 Existing Conditions (B1.1),natural_catastrophe_climate_change,67,68,5.1.1 Existing Conditions (B1.1),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.1.2 High Conservation Values (B1.2),natural_catastrophe_climate_change,68,68,5.1.2 High Conservation Values (B1.2),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.1.3 Without-project Scenario: Biodiversity (B1.3),natural_catastrophe_climate_change,68,68,5.1.3 Without-project Scenario: Biodiversity (B1.3),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.2.1 Expected Biodiversity Changes (B2.1),natural_catastrophe_climate_change,68,68,5.2.1 Expected Biodiversity Changes (B2.1),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.2.2 Mitigation Measures (B2.3),natural_catastrophe_climate_change,68,68,5.2.2 Mitigation Measures (B2.3),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,"5.2.3 Net Positive Biodiversity Impacts (B2.2, GL1.4)",natural_catastrophe_climate_change,68,70,"5.2.3 Net Positive Biodiversity Impacts (B2.2, GL1.4)",0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.2.4 High Conservation Values Protected (B2.4),natural_catastrophe_climate_change,70,70,5.2.4 High Conservation Values Protected (B2.4),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.2.5 Species Used (B2.5),natural_catastrophe_climate_change,70,70,5.2.5 Species Used (B2.5),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.2.6 Invasive Species (B2.5),invasive_species,70,70,5.2.6 Invasive Species (B2.5),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.2.7 Impacts of Non-native Species (B2.6),natural_catastrophe_climate_change,70,70,5.2.7 Impacts of Non-native Species (B2.6),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.2.8 GMO Exclusion (B2.7),ghg_emission_reduction,70,70,5.2.8 GMO Exclusion (B2.7),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.2.9 Inputs Justification (B2.8),ghg_emission_reduction,70,71,5.2.9 Inputs Justification (B2.8),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.2.10 Waste Products (B2.9),additional_analysis,71,71,5.2.10 Waste Products (B2.9),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.2.10 Waste Products (B2.9),baseline_analysis,71,71,5.2.10 Waste Products (B2.9),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.3.1 Negative Offsite Biodiversity Impacts (B3.1) and Mitigation Measures (B3.2),ghg_emission_reduction,71,72,5.3.1 Negative Offsite Biodiversity Impacts (B3.1) and Mitigation Measures (B3.2),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.3.2 Net Offsite Biodiversity Benefits (B3.3),other_entities,72,72,5.3.2 Net Offsite Biodiversity Benefits (B3.3),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.3.2 Net Offsite Biodiversity Benefits (B3.3),project_proponent,72,72,5.3.2 Net Offsite Biodiversity Benefits (B3.3),0,0
1825,1825_proj_desc_1825_13mar2019.pdf,"5.4.1 Biodiversity Monitoring Plan (B4.1, B4.2, GL1.4, GL3.4)",additional_analysis,72,73,"5.4.1 Biodiversity Monitoring Plan (B4.1, B4.2, GL1.4, GL3.4)",0,0
1825,1825_proj_desc_1825_13mar2019.pdf,5.4.2 Biodiversity Monitoring Plan Dissemination (B4.3),project_proponent,73,73,5.4.2 Biodiversity Monitoring Plan Dissemination (B4.3),0,0
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,First Section,ghg_emission_reduction,1,2,First Section,0,0
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,First Section,project_start_date,1,2,First Section,0,0
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,First Section,project_proponent,1,2,First Section,0,0
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,First Section,project_location,1,2,First Section,0,0
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.1 Summary Description of the Project and its Implementation Status,ghg_emission_reduction,2,3,Summary Description of the Project and its Implementation Status,1.1,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.1 Summary Description of the Project and its Implementation Status,project_start_date,2,3,Summary Description of the Project and its Implementation Status,1.1,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.1 Summary Description of the Project and its Implementation Status,project_proponent,2,3,Summary Description of the Project and its Implementation Status,1.1,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.1 Summary Description of the Project and its Implementation Status,project_location,2,3,Summary Description of the Project and its Implementation Status,1.1,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.2 Sectoral Scope and Project Type,project_proponent,3,3,Sectoral Scope and Project Type,1.2,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.3 Project Proponent,project_proponent,3,3,Project Proponent,1.3,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.4 Other Entities Involved in the Project,other_entities,3,3,Other Entities Involved in the Project,1.4,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.5 Project Start Date,project_start_date,3,4,Project Start Date,1.5,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.6 Project Crediting Period,project_lifetime,4,4,Project Crediting Period,1.6,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.7 Project Scale and Estimated GHG Emission Reductions or Removals,ghg_emission_reduction,4,4,Project Scale and Estimated GHG Emission Reductions or Removals,1.7,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.8 Description of the Project Activity,ghg_emission_reduction,4,5,Description of the Project Activity,1.8,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.9 Project Location,project_location,5,6,Project Location,1.9,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.10 Conditions Prior to Project Initiation,ghg_emission_reduction,6,7,Conditions Prior to Project Initiation,1.10,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,"1.11 Compliance with Laws, Statutes and Other Regulatory Frameworks",project_country,7,7,"Compliance with Laws, Statutes and Other Regulatory Frameworks",1.11,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.12.1 Project Ownership,project_proponent,7,7,1.12.1 Project Ownership,0,0
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.12.2 Emissions Trading Programs and Other Binding Limits,ghg_emission_reduction,7,7,1.12.2 Emissions Trading Programs and Other Binding Limits,0,0
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.12.3 Other Forms of Environmental Credit,ghg_emission_reduction,7,7,1.12.3 Other Forms of Environmental Credit,0,0
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.12.4 Participation under Other GHG Programs,ghg_emission_reduction,7,7,1.12.4 Participation under Other GHG Programs,0,0
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,1.13 Additional Information Relevant to the Project,ghg_emission_reduction,7,8,Additional Information Relevant to the Project,1.13,1
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,2.1 Title and Reference of Methodology,baseline_analysis,8,9,Title and Reference of Methodology,2.1,2
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,2.2 Applicability of Methodology,baseline_analysis,9,11,Applicability of Methodology,2.2,2
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,2.3 Project Boundary,ghg_emission_reduction,11,13,Project Boundary,2.3,2
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,2.3 Project Boundary,leakage_analysis,11,13,Project Boundary,2.3,2
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,2.4 Baseline Scenario,baseline_analysis,13,13,Baseline Scenario,2.4,2
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,2.5 Additionality,additional_analysis,13,21,Additionality,2.5,2
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,2.6 Methodology Deviations,ghg_emission_reduction,21,21,Methodology Deviations,2.6,2
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,3.1 Baseline Emissions,ghg_emission_reduction,21,28,Baseline Emissions,3.1,3
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,3.1 Baseline Emissions,baseline_analysis,21,28,Baseline Emissions,3.1,3
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,3.2 Project Emissions,ghg_emission_reduction,28,28,Project Emissions,3.2,3
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,3.3 Leakage,leakage_analysis,28,28,Leakage,3.3,3
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,3.4 Estimated Net GHG Emission Reductions and Removals,ghg_emission_reduction,28,29,Estimated Net GHG Emission Reductions and Removals,3.4,3
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,4.1 Data and Parameters Available at Validation,ghg_emission_reduction,29,31,Data and Parameters Available at Validation,4.1,4
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,4.2 Data and Parameters Monitored,ghg_emission_reduction,31,31,Data and Parameters Monitored,4.2,4
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,4.3 Monitoring Plan,ghg_emission_reduction,31,33,Monitoring Plan,4.3,4
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,4.1 Calibration,standard,33,33,Calibration,4.1,4
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,5.2 Corrective actions,quality_control,33,33,Corrective actions,5.2,5
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,5.3. Internal audit,internal_audit,33,33,5.3. Internal audit,0,0
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,5.1 No Net Harm,natural_catastrophe_climate_change,33,33,No Net Harm,5.1,5
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,5.2 Environmental Impact,natural_catastrophe_climate_change,33,35,Environmental Impact,5.2,5
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,5.3 Local Stakeholder Consultation,project_summary,35,36,Local Stakeholder Consultation,5.3,5
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,5.4 Public Comments,ghg_emission_reduction,36,36,Public Comments,5.4,5
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,6.1 Data and Parameters Monitored,ghg_emission_reduction,36,38,Data and Parameters Monitored,6.1,6
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,6.2 Baseline Emissions,ghg_emission_reduction,38,39,Baseline Emissions,6.2,6
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,6.2 Baseline Emissions,baseline_analysis,38,39,Baseline Emissions,6.2,6
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,6.3 Project Emissions,ghg_emission_reduction,39,41,Project Emissions,6.3,6
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,6.4 Leakage,leakage_analysis,41,41,Leakage,6.4,6
1867,1867_tvcs-joint-project-description-monitoring-report-4.10_version1.pdf,6.5 Net GHG Emission Reductions and Removals,ghg_emission_reduction,41,41,Net GHG Emission Reductions and Removals,6.5,6
1356,1356_renewal_pd_jiangsu_dongtaiphaseiiwind_power_project_vcs1356_clean.pdf,First Section,project_start_date,1,3,First Section,0,0
1356,1356_renewal_pd_jiangsu_dongtaiphaseiiwind_power_project_vcs1356_clean.pdf,First Section,project_proponent,1,3,First Section,0,0
1356,1356_renewal_pd_jiangsu_dongtaiphaseiiwind_power_project_vcs1356_clean.pdf,1.1 Summary Description of the project,ghg_emission_reduction,3,3,Summary Description of the project,1.1,1
1356,1356_renewal_pd_jiangsu_dongtaiphaseiiwind_power_project_vcs1356_clean.pdf,1.1 Summary Description of the project,project_start_date,3,3,Summary Description of the project,1.1,1
1356,1356_renewal_pd_jiangsu_dongtaiphaseiiwind_power_project_vcs1356_clean.pdf,1.1 Summary Description of the project,project_summary,3,3,Summary Description of the project,1.1,1
1356,1356_renewal_pd_jiangsu_dongtaiphaseiiwind_power_project_vcs1356_clean.pdf,1.1 Summary Description of the project,expected_first_vintage_of_credit_issuance,3,3,Summary Description of the project,1.1,1
1356,1356_renewal_pd_jiangsu_dongtaiphaseiiwind_power_project_vcs1356_clean.pdf,1.1 Summary Description of the project,project_lifetime,3,3,Summary Description of the project,1.1,1
1356,1356_renewal_pd_jiangsu_dongtaiphaseiiwind_power_project_vcs1356_clean.pdf,1.1 Summary Description of the project,project_location,3,3,Summary Description of the project,1.1,1
1356,1356_renewal_pd_jiangsu_dongtaiphaseiiwind_power_project_vcs1356_clean.pdf,1.1 Summary Description of the project,project_country,3,3,Summary Description of the project,1.1,1
1356,1356_renewal_pd_jiangsu_dongtaiphaseiiwind_power_project_vcs1356_clean.pdf,1.2 Sectoral Scope and Project Type,project_title,3,3,Sectoral Scope and Project Type,1.2,1
