step,train_loss,train_mean_token_accuracy,valid_loss,valid_mean_token_accuracy,full_valid_loss,full_valid_mean_token_accuracy
1,1.2734386920928955,0.7948936223983765,1.4815006211065767,0.7172373081463991,,
2,1.93185293674469,0.6520619988441467,1.5787370238154608,0.7491289198606271,,
3,1.9264227151870728,0.6592797636985779,1.9257027715007984,0.6407093292212799,,
4,1.9737614393234253,0.6376944184303284,1.9299995691498364,0.6773006134969325,,
5,1.5705314874649048,0.7457044720649719,2.1314020386143433,0.6025544703230654,,
6,1.4918001890182495,0.7596638798713684,2.1863536033420194,0.6418732782369146,,
7,1.7549282312393188,0.6887797117233276,2.0989733628363947,0.5959657701711492,,
8,2.175178050994873,0.5956873297691345,1.9385252230915393,0.6310187531677648,,
9,1.6681381464004517,0.695342481136322,1.7937109300477492,0.6845476381104884,,
10,1.7222295999526978,0.6997607946395874,1.7230350002165764,0.6838709677419355,,
11,1.7422868013381958,0.6611295938491821,1.6508127035434206,0.726027397260274,,
12,1.7133680582046509,0.6832204461097717,1.729308369211907,0.7153284671532847,,
13,1.8116085529327393,0.6558849811553955,1.8840348838357364,0.6525490196078432,,
14,1.6660326719284058,0.6714082360267639,1.8008220574881078,0.6731448763250883,,
15,1.190057635307312,0.7863175868988037,1.7904104976093067,0.6586134453781513,,
16,1.233066439628601,0.7697628736495972,1.3560692451216958,0.8295454545454546,,
17,1.2931832075119019,0.7458847761154175,1.018244145175433,0.8314424635332253,,
18,1.1274017095565796,0.7953216433525085,1.8149845467747696,0.6247896803140774,,
19,1.4305790662765503,0.7278037667274475,1.2779627559046265,0.7526455026455027,,
20,1.4310318231582642,0.7230125665664673,1.7203071394525504,0.6580211335254563,,
21,0.8463289737701416,0.8449328541755676,1.1045003499441999,0.7784552845528455,,
22,1.6516010761260986,0.6957446932792664,1.3628726397910942,0.7412898443291327,,
23,1.5696744322776794,0.7191570103168488,1.3914720311229372,0.7103321033210332,,
24,1.5854496955871582,0.649789035320282,1.2261515833483911,0.7442827442827443,,
25,1.529090166091919,0.6881188154220581,1.5302159493665601,0.7023977433004231,,
26,1.3601866960525513,0.7165919542312622,0.9091028952935235,0.8151476251604621,,
27,1.8585900627076626,0.7143628299236298,1.679483235400656,0.6484472049689441,,
28,0.7624227404594421,0.8576470613479614,1.6160496276384044,0.6412358133669609,,
29,1.397149920463562,0.6958333253860474,1.1097466269916392,0.7754010695187166,,
30,0.665012776851654,0.8594217300415039,1.1246271104969117,0.7613127797115863,,
31,1.3621991872787476,0.6976141333580017,1.77751074064546,0.617828773168579,,
32,1.639687180519104,0.6551724076271057,1.560221095558947,0.6554087126774352,,
33,1.4944705478847027,0.7616167366504669,0.7772107795255268,0.8442211055276382,,
34,0.671062171459198,0.8587570786476135,0.8414686707665118,0.815347721822542,,
35,1.3342682123184204,0.7070063948631287,1.0392594067170657,0.7711229946524064,,
36,1.121429443359375,0.7573657035827637,1.3901386253137156,0.7012345679012346,,
37,1.6747325658798218,0.6380728483200073,1.0712962860552597,0.7565392354124748,,
38,1.2320910692214966,0.724397599697113,1.231607461609798,0.7316845543630425,,
39,1.2117362022399902,0.737994372844696,1.5089365822664773,0.6731141199226306,,
40,1.4569400548934937,0.6856951117515564,1.7210607886006357,0.6117571059431525,,
41,1.2109211683273315,0.7167860269546509,1.276612058362156,0.7064631956912029,,
42,0.9646157026290894,0.7733175754547119,1.5418900126201878,0.6613055818353831,,
43,1.0382061004638672,0.7873134613037109,1.4401816584223466,0.6762589928057554,,
44,0.9106746315956116,0.8113590478897095,0.6773689020247686,0.8611111111111112,,
45,1.2732576131820679,0.7147169709205627,1.0124521668589166,0.775966464834653,,
46,0.8194903135299683,0.8211764693260193,0.5009671124545011,0.8636363636363636,,
47,1.0806193351745605,0.7476958632469177,1.2707532901221705,0.7186038143216984,,
48,1.3935582637786865,0.6981258392333984,1.2825614918463673,0.7176360225140713,,
49,0.7427384853363037,0.830110490322113,1.0797482020185962,0.7441285537700866,,
50,1.5070648193359375,0.6669884324073792,1.3300543299606795,0.6862326574172892,,
51,0.6213400363922119,0.8553751111030579,1.1471867841274583,0.746268656716418,,
52,1.1259762048721313,0.744369387626648,1.270174526389882,0.7182587666263603,,
53,0.9237692356109619,0.7889447212219238,1.258181349062452,0.7105882352941176,,
54,0.6957805752754211,0.8584437370300293,0.7673975380744723,0.8232044198895028,,
55,1.0805363655090332,0.7562862634658813,0.3077154847519908,0.9216417910447762,,
56,1.5946366786956787,0.6528878808021545,1.0427595983722253,0.7644710578842315,,
57,0.7707958817481995,0.8301886916160583,1.3394924762147165,0.6848306332842415,,
58,1.3503310680389404,0.689538836479187,0.3031983588311303,0.926509186351706,,
59,0.9637013077735901,0.7681041359901428,1.2475541402614205,0.7034700315457413,,
60,1.0078644752502441,0.7562164664268494,0.9272295233140176,0.7854251012145749,,
61,1.1170978546142578,0.7565217614173889,1.174775028103111,0.7299077733860343,,
62,1.4513088464736938,0.6646394729614258,1.1533510315734727,0.7267699115044248,,
63,0.9202387928962708,0.7857142686843872,0.7479745247443759,0.8389057750759878,,
64,0.9109161403030157,0.84609055519104,0.7391817758668143,0.8377358490566038,,
65,1.3689353466033936,0.6918714642524719,1.001135678892103,0.7650397275822929,,
66,1.2820967435836792,0.7058096528053284,1.1116359720824134,0.7513278609367455,,
67,1.372513771057129,0.6937384009361267,1.1408490631032118,0.7413101604278075,,
68,1.089556336402893,0.740121603012085,1.0908313698884917,0.7615853658536585,,
69,0.646075963973999,0.8308457732200623,1.053095158351239,0.7559377559377559,,
70,0.9561536908149719,0.7817810773849487,1.1220858947782189,0.7414272474513438,,
71,0.990713894367218,0.7710674405097961,0.7844264114025942,0.8079896907216495,,
