step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
938,0.01876,0.99401,,
939,0.21459,0.95897,,
940,0.52883,0.88589,0.15328,0.98137
941,0.04709,0.97814,,
942,0.13658,0.97758,,
943,0.18217,0.9596,,
944,0.22568,0.94764,,
945,0.04296,0.98785,,
946,0.24037,0.94681,,
947,0.16981,0.96537,,
948,0.04645,0.98639,,
949,0.06485,0.9708,,
950,0.04295,0.97872,0.08125,0.98343
951,0.10339,0.9759,,
952,0.25839,0.9267,,
953,0.44678,0.90041,,
954,0.04437,0.98883,,
955,0.10136,0.97535,,
956,0.1144,0.96703,,
957,0.07381,0.98855,,
958,0.31677,0.93333,,
959,0.10355,0.97222,,
960,0.00193,1.0,0.81482,0.85769
961,0.28126,0.95021,,
962,0.14277,0.95896,,
963,0.27982,0.93594,,
964,0.57341,0.88451,,
965,0.13267,0.95364,,
966,0.1074,0.98204,,
967,0.32423,0.94419,,
968,0.11882,0.96939,,
969,0.42792,0.90426,,
970,0.43648,0.89604,0.04759,0.97906
971,0.02639,0.99441,,
972,0.05348,0.98907,,
973,0.40675,0.90769,,
974,0.30743,0.91575,,
975,0.03737,0.98661,,
976,0.3005,0.92638,,
977,0.09311,0.96403,,
978,0.0431,0.98919,,
979,0.0022,1.0,,
980,0.2078,0.95567,0.17506,0.95425
981,0.1441,0.96154,,
982,0.21733,0.93182,,
983,0.12865,0.95392,,
984,0.13436,0.9617,,
985,0.01288,0.99296,,
986,0.01656,1.0,,
987,0.33986,0.93355,,
988,0.61043,0.87449,,
989,0.03225,0.9898,,
990,0.35746,0.90987,0.05301,0.98225
991,0.09178,0.96887,,
992,0.0167,0.99329,,
993,0.06321,0.98507,,
994,0.42408,0.92527,,
995,0.09219,0.97452,,
996,0.10268,0.96958,,
997,0.32495,0.92568,,
998,0.17768,0.96373,,
999,0.09709,0.96833,,
1000,0.04074,0.98788,0.08805,0.9801
