step,train_loss,train_mean_token_accuracy,valid_loss,valid_mean_token_accuracy,full_valid_loss,full_valid_mean_token_accuracy
1,2.184412956237793,0.6177285313606262,2.278158187866211,0.7352941176470589,,
2,2.5976428985595703,0.5555555820465088,2.380163545393867,0.5434083601286174,,
3,1.5380492210388184,0.8611111044883728,1.6875846590314592,0.6928571428571428,,
4,2.9958858489990234,0.5477706789970398,2.1996171865890277,0.5796019900497512,,
5,2.2390429973602295,0.8571428656578064,3.3825785939286397,0.7073170731707317,,
6,2.1420133113861084,0.5942720770835876,2.6216388984962746,0.7592592592592593,,
7,2.3333513736724854,0.5796610116958618,0.7355194187164307,0.88,,
8,2.7481112480163574,0.8095238208770752,0.8654941068702485,0.8764940239043825,,
9,2.894092559814453,0.6240601539611816,1.493030071258545,0.8666666666666667,,
10,1.3151586055755615,0.8571428656578064,4.126140185764858,0.5714285714285714,,
11,1.6220066547393799,0.7674418687820435,3.273706291032874,0.6956521739130435,,
12,1.7547497749328613,0.6602209806442261,2.6930587857268575,0.5581395348837209,,
13,2.2067971229553223,0.6082473993301392,0.5074354424534073,0.9196787148594378,,
14,1.7460951805114746,0.6626983880996704,4.600053273714506,0.5769230769230769,,
15,1.552562952041626,0.800000011920929,2.1533944720313665,0.6292517006802721,,
16,1.2795171737670898,0.7383512258529663,2.0457424095698764,0.5714285714285714,,
17,1.2831311225891113,0.8241758346557617,1.791489986663169,0.6808510638297872,,
18,2.1027042865753174,0.6284152865409851,2.2660762281978832,0.6764705882352942,,
19,1.7147207260131836,0.7777777910232544,1.0876633843710257,0.8604651162790697,,
20,1.9937388896942139,0.6084538102149963,2.624942045945388,0.7307692307692307,,
21,1.8880720138549805,0.6559139490127563,2.175359937879774,0.7777777777777778,,
22,1.2215251922607422,0.8615384697914124,1.6605504713718247,0.6918238993710691,,
23,0.7435157895088196,0.9200000166893005,1.7420632156803415,0.6395759717314488,,
24,1.736907720565796,0.647814929485321,0.9907467478797549,0.7380952380952381,,
25,1.2655695676803589,0.8382353186607361,1.543500308332772,0.8103448275862069,,
26,1.6521741151809692,0.6582568883895874,1.7970759440127606,0.6359447004608295,,
27,2.1729342937469482,0.5714285969734192,0.7861254555838448,0.8928571428571429,,
28,1.1572366952896118,0.8235294222831726,1.116161584854126,0.7833333333333333,,
29,1.6936416625976562,0.807692289352417,2.57119573865618,0.6904761904761905,,
30,1.3380128145217896,0.8222222328186035,1.8297685551866192,0.6417445482866043,,
31,1.605970025062561,0.6690391302108765,1.162695650194512,0.8032786885245902,,
32,0.936447024345398,0.8366013169288635,2.1411747125724654,0.5695142378559463,,
33,1.8849393129348755,0.7307692170143127,1.0431309750205593,0.8157894736842105,,
34,1.61470365524292,0.7739130258560181,0.9361697991689046,0.8166666666666667,,
35,0.8790466785430908,0.761904776096344,0.5718554655710856,0.875,,
36,0.36524128913879395,0.9047619104385376,2.235243101141818,0.5354691075514875,,
37,0.9762436151504517,0.75,1.9310912291208904,0.7142857142857143,,
38,0.7883765697479248,0.8333333134651184,0.41486539840698244,0.9333333333333333,,
39,1.5628259181976318,0.800000011920929,1.822061266217913,0.6428571428571429,,
40,2.0449209213256836,0.5833333134651184,1.7455102158940723,0.6148409893992933,,
41,0.8022634387016296,0.8666666746139526,1.9010611655006946,0.6056338028169014,,
42,0.7139464020729065,0.8888888955116272,1.5716620642563393,0.7586206896551724,,
43,1.9104176759719849,0.5746268630027771,1.3698411750793458,0.76,,
44,1.3053239583969116,0.8157894611358643,2.021513991592997,0.6077348066298343,,
45,0.9750522375106812,0.8064516186714172,1.391099967956543,0.88,,
46,0.8066108822822571,0.7333333492279053,2.0061823527018228,0.5698924731182796,,
47,0.6289307475090027,0.8571428656578064,1.498829520266989,0.6467391304347826,,
48,1.5260393619537354,0.7804877758026123,1.9481381874084474,0.552,,
49,1.5264006853103638,0.7142857313156128,1.5106916162702773,0.7777777777777778,,
50,1.1751877069473267,0.747826099395752,1.792466909090678,0.6216666666666667,,
51,1.611072063446045,0.6053333282470703,0.9426160413165425,0.8372093023255814,,
52,0.6796011924743652,0.8815789222717285,1.1658563613891602,0.7608695652173914,,
53,0.7010514140129089,0.8048780560493469,1.0532528559366863,0.7894736842105263,,
54,0.03963729739189148,1,1.8854915311001632,0.5807127882599581,,
55,1.353736162185669,0.75,1.780509510760753,0.5964214711729622,,
56,1.8214385509490967,0.5897009968757629,0.4559159278869629,0.8181818181818182,,
57,1.4900680780410767,0.6516854166984558,1.1309889824159685,0.7465437788018433,,
58,0.8624570369720459,0.807692289352417,1.3541325787703196,0.6875,,
59,0.3588193356990814,0.9038461446762085,1.4515524520430454,0.6802325581395349,,
60,0.33193641901016235,0.9173553586006165,1.6303464889526367,0.7142857142857143,,
61,1.481636643409729,0.7878788113594055,1.5683539962768556,0.675,,
62,0.05332917347550392,1,0.6392894109090169,0.85,,
63,0.39115333557128906,0.8888888955116272,2.0637857609815558,0.5823045267489712,,
64,1.3417863845825195,0.6397058963775635,1.3138753826491498,0.6811594202898551,,
65,0.841407060623169,0.8799999952316284,0.45463793012830944,0.9111111111111111,,
66,1.852744698524475,0.6103448271751404,0.5249173734441149,0.888268156424581,,
67,1.965277910232544,0.5908346772193909,0.12162918268248092,0.9302325581395349,,
68,0.5757097005844116,0.807692289352417,0.8744114051430912,0.847457627118644,,
69,1.5181550979614258,0.6404494643211365,0.4129894892374674,0.9166666666666666,,
70,1.554039478302002,0.6088235378265381,1.654591596468933,0.6253263707571801,,
71,0.2623499929904938,0.9285714030265808,1.1037642215860302,0.8448275862068966,,
72,0.8658111691474915,0.8142856955528259,0.10519615809122722,0.9333333333333333,,
73,0.9646986126899719,0.8292682766914368,0.7313488006591797,0.8,,
74,0.53546541929245,0.885496199131012,0.10674387909645258,0.9534883720930233,,
75,1.0111335515975952,0.7617328763008118,0.275406327358512,0.9534883720930233,,
76,0.1739799827337265,0.9523809552192688,1.470874937620457,0.6563876651982379,,
77,1.7619558572769165,0.5965517163276672,1.0486588380774673,0.8571428571428571,,
78,0.07926581799983978,0.9523809552192688,0.40672942797342937,0.9166666666666666,,
79,0.6922454237937927,0.8409090638160706,0.29690381563626805,0.9230769230769231,,
80,0.6655750274658203,0.8846153616905212,0.5967341150556292,0.8809523809523809,,
81,0.31477636098861694,0.9230769276618958,1.4884002563801217,0.6737588652482269,,
82,0.1059303730726242,0.9523809552192688,0.10611724853515625,0.9302325581395349,,
83,0.26520848274230957,0.9069767594337463,0.5098664926928144,0.813953488372093,,
84,1.9024730920791626,0.5878594517707825,1.6916824322120816,0.7058823529411765,,
85,1.2248610258102417,0.7018181681632996,0.586645015450411,0.8837209302325582,,
86,0.9486638307571411,0.8227847814559937,0.698306436891909,0.8148148148148148,,
87,0.3930891156196594,0.8999999761581421,1.0833293391812233,0.8225806451612904,,
88,0.5490806698799133,0.8666666746139526,0.10791771987388873,0.9482758620689655,,
89,1.6843739748001099,0.6401985287666321,2.0087776089658833,0.6039603960396039,,
90,0.3830324113368988,0.9069767594337463,0.22395267043002817,0.8837209302325582,,
91,0.37456196546554565,0.9534883499145508,0.05458023434593564,1,,
92,1.1001821756362915,0.7281106114387512,0.7834847376896785,0.8307692307692308,,
93,0.21029968559741974,0.9767441749572754,1.0249903035718342,0.813953488372093,,
94,0.18604718148708344,0.9230769276618958,0.714844481585777,0.8767123287671232,,
95,1.5563677549362183,0.7307692170143127,0.1651168202244958,0.9069767441860465,,
96,0.11785820871591568,0.976190447807312,1.8233175634223724,0.594392523364486,,
97,0.3469446301460266,0.930232584476471,1.3787620176203597,0.6811279826464208,,
98,0.7572357058525085,0.8166666626930237,0.1365222930908203,0.92,,
99,0.20326973497867584,0.9285714030265808,1.419710549441251,0.7272727272727273,,
100,0.0256965272128582,1,0.12472252412275835,0.9545454545454546,,
101,1.6245551109313965,0.6567656993865967,0.27640802720013785,0.9117647058823529,,
102,1.824339747428894,0.5851528644561768,1.8466120839502267,0.594855305466238,,
103,0.6377455592155457,0.8805969953536987,1.0038980075291224,0.7642857142857142,,
104,0.2401718646287918,0.9545454382896423,1.6904025267605758,0.6218905472636815,,
105,0.8986733555793762,0.8212560415267944,0.7322536096340273,0.8048780487804879,,
106,0.11398226767778397,0.9777777791023254,0.5966906017727323,0.8703703703703703,,
107,0.9682542681694031,0.7888888716697693,0.2510394191741943,0.9433333333333334,,
108,0.9667813777923584,0.717391312122345,0.44951424465711376,0.9043824701195219,,
109,1.7437348365783691,0.5747368335723877,0.04056831995646159,0.9833333333333333,,
110,0.4832059442996979,0.875,0.15867975779942103,0.9642857142857143,,
111,0.023839417845010757,1,0.8644147955853007,0.8043478260869565,,
112,1.2027660608291626,0.7394958138465881,1.786646807470987,0.6511627906976745,,
113,1.5492860078811646,0.6480000019073486,0.11583102659049282,0.963855421686747,,
114,0.7767390012741089,0.875,0.32619468982403094,0.8076923076923077,,
115,1.890914797782898,0.5808823704719543,1.526218268336082,0.673469387755102,,
116,1.2133668661117554,0.7409326434135437,1.7198571226650612,0.6033834586466166,,
117,0.20694489777088165,0.9615384340286255,1.0953342914581299,0.723404255319149,,
118,0.418547660112381,0.9064748287200928,0.6503331100239473,0.8382352941176471,,
119,0.00440216064453125,1,0.010882932086323583,1,,
120,1.4777534008026123,0.6796875,0.12619634775015023,0.9615384615384616,,
121,0.42397838830947876,0.8500000238418579,0.6469949086507162,0.9111111111111111,,
122,1.7213268280029297,0.623481810092926,0.8633609387859609,0.7484276729559748,,
123,1.4415282011032104,0.6417322754859924,1.1632897407343026,0.696113074204947,,
124,0.05372032895684242,1,0.3351991290137881,0.9047619047619048,,
125,0.0914088785648346,0.9800000190734863,0.2614415925124596,0.9310344827586207,,
126,1.7143292427062988,0.6094420552253723,1.2406553365118493,0.6912442396313364,,
127,0.3800055682659149,0.8888888955116272,0.20007222039358957,0.9642857142857143,,
128,1.3549789190292358,0.7180451154708862,0.33150243759155273,0.9166666666666666,,
129,1.0291125774383545,0.8253968358039856,1.410218942733038,0.6904761904761905,,
130,1.1499825716018677,0.7397959232330322,1.435478486747385,0.6822429906542056,,
131,0.177483931183815,0.9534883499145508,0.5570598039470736,0.8688524590163934,,
132,0.8028462529182434,0.8113207817077637,1.8005689735987678,0.5912897822445561,,
133,0.047412578016519547,1,0.3166960666054173,0.9473684210526315,,
134,1.2275665998458862,0.7527272701263428,0.3028932889302572,0.9,,
135,1.4154143333435059,0.6888545155525208,0.14075406392415366,0.9583333333333334,,
