step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
1000,0.03836,0.99107,1.12449,0.81731
1001,0.0,1.0,,
1002,0.38742,0.9375,,
1003,0.00019,1.0,,
1004,0.23009,0.95833,,
1005,0.37556,0.92079,,
1006,0.12469,0.9902,,
1007,0.15306,0.96429,,
1008,0.00192,1.0,,
1009,0.27712,0.95833,,
1010,1.96665,0.67207,,
1011,0.58663,0.88095,,
1012,0.0,1.0,,
1013,0.13526,0.96429,,
1014,0.56327,0.86111,,
1015,0.00013,1.0,,
1016,0.60608,0.89716,,
1017,0.21825,0.98039,,
1018,1.63237,0.71111,,
1019,0.0,1.0,,
1020,0.36909,0.92157,,
1021,0.79999,0.82558,,
1022,0.0,1.0,,
1023,0.77627,0.84158,,
1024,0.98318,0.78409,,
1025,0.00018,1.0,,
1026,1.51542,0.71176,,
1027,0.0,1.0,,
1028,0.0,1.0,,
1029,1.40424,0.75379,,
1030,0.00021,1.0,,
1031,0.547,0.87708,,
1032,1.25373,0.77273,,
1033,1.67937,0.71111,,
1034,1.41522,0.75262,,
1035,0.03571,0.99505,,
1036,1.36301,0.78327,,
1037,0.0,1.0,,
1038,0.07001,0.98214,,
1039,1.43724,0.72024,,
1040,1.55607,0.70465,,
1041,0.57627,0.86424,,
1042,0.44563,0.91089,,
1043,1.43524,0.75516,,
1044,0.25457,0.96429,,
1045,0.0,1.0,,
1046,0.14647,0.96748,,
1047,0.01088,1.0,,
1048,0.27502,0.95261,,
1049,0.30693,0.94059,,
1050,0.09627,0.98077,,
1051,1.02976,0.8022,,
1052,1.07645,0.83333,,
1053,0.0,1.0,,
1054,0.01799,0.9902,,
1055,1.43305,0.74238,,
1056,1.12482,0.80822,,
1057,1.5575,0.71121,,
1058,0.4609,0.90594,,
1059,1.00107,0.80846,,
1060,0.33156,0.94207,,
1061,1.49375,0.73141,,
1062,0.0,1.0,,
1063,1.45263,0.75325,,
1064,1.59851,0.70294,,
1065,0.04824,0.98958,,
1066,0.00111,1.0,,
1067,0.16506,0.96429,,
1068,1.52272,0.70996,,
1069,0.46848,0.89109,,
1070,1.19292,0.80189,,
1071,2e-05,1.0,,
1072,1.15516,0.81373,,
1073,0.01087,0.9902,,
1074,0.0,1.0,,
1075,1.13565,0.76543,,
1076,1.00678,0.83333,,
1077,0.0,1.0,,
1078,9e-05,1.0,,
1079,0.00048,1.0,,
1080,3e-05,1.0,,
1081,1.69995,0.68449,,
1082,0.18633,0.97059,,
1083,0.0,1.0,,
1084,0.44982,0.9375,,
1085,1.53867,0.70213,,
1086,0.0,1.0,,
1087,0.39256,0.92188,,
1088,0.93227,0.8587,,
1089,1.04578,0.81628,,
1090,0.0,1.0,,
1091,0.10473,0.98039,,
1092,0.42345,0.90033,,
1093,0.29325,0.94702,,
1094,0.13086,0.97059,,
1095,0.24075,0.97222,,
1096,0.0,1.0,,
1097,0.3307,0.92574,,
1098,1.65134,0.70893,,
1099,0.00759,0.99747,,
1100,0.3612,0.90667,0.23027,0.99107
1101,1e-05,1.0,,
1102,1.90678,0.75,,
1103,0.7756,0.83455,,
1104,1.14757,0.74773,,
1105,0.05722,0.99107,,
1106,0.16567,0.98611,,
1107,0.05306,0.97826,,
1108,0.0,1.0,,
1109,0.10838,0.97059,,
1110,0.18879,0.95808,,
1111,0.82088,0.84722,,
1112,1.03552,0.80464,,
1113,1.16289,0.79167,,
1114,0.31831,0.93046,,
1115,1.5799,0.72054,,
1116,0.22031,0.95122,,
1117,1.14056,0.80282,,
1118,0.44839,0.92683,,
1119,0.22477,0.95482,,
1120,1.31404,0.71233,,
1121,0.27079,0.95172,,
1122,0.2334,0.96341,,
1123,1.5173,0.71554,,
1124,0.70218,0.84437,,
1125,0.13638,0.97561,,
1126,1.16692,0.77273,,
1127,0.34459,0.92683,,
1128,0.00034,1.0,,
1129,0.31178,0.93564,,
1130,1.06793,0.81343,,
1131,0.0,1.0,,
1132,0.33675,0.94643,,
1133,0.00205,1.0,,
1134,0.0,1.0,,
1135,0.71553,0.83333,,
1136,0.96453,0.79412,,
1137,0.2172,0.96026,,
1138,1.34157,0.72388,,
1139,1.12103,0.7757,,
1140,0.0,1.0,,
1141,0.14182,0.96078,,
1142,0.98951,0.82394,,
1143,0.4235,0.92627,,
1144,0.31567,0.94444,,
1145,0.00025,1.0,,
1146,0.0,1.0,,
1147,0.04796,0.9902,,
1148,1.77066,0.7,,
1149,0.25356,0.95545,,
1150,0.0019,1.0,,
1151,1.31758,0.71854,,
1152,0.0342,1.0,,
1153,1.30212,0.77624,,
1154,0.0,1.0,,
1155,0.0,1.0,,
1156,0.10479,0.97819,,
1157,0.31205,0.94271,,
1158,1.57081,0.6962,,
1159,1.12028,0.79412,,
1160,0.61056,0.90179,,
1161,0.32914,0.92157,,
1162,0.1314,0.99007,,
1163,0.34855,0.93069,,
1164,0.09487,0.9902,,
1165,0.23607,0.95833,,
1166,0.00316,1.0,,
1167,0.13353,0.98058,,
1168,0.78345,0.85897,,
1169,0.0,1.0,,
1170,1.09892,0.8141,,
1171,0.00017,1.0,,
1172,0.0,1.0,,
1173,3e-05,1.0,,
1174,0.1853,0.96689,,
1175,0.32928,0.94118,,
1176,1.39691,0.75744,,
1177,0.22378,0.93902,,
1178,0.0,1.0,,
1179,3e-05,1.0,,
1180,1.14356,0.78431,,
1181,1.12358,0.8141,,
1182,0.78506,0.80693,,
1183,0.98111,0.78049,,
1184,0.05531,0.99007,,
1185,1.4033,0.73025,,
1186,0.3436,0.92857,,
1187,0.4418,0.93827,,
1188,0.78083,0.83178,,
1189,0.005,1.0,,
1190,0.39618,0.91089,,
1191,0.0,1.0,,
1192,0.28495,0.94643,,
1193,0.05048,0.9918,,
1194,1.27571,0.74678,,
1195,0.0006,1.0,,
1196,1.34524,0.75089,,
1197,0.01107,0.9902,,
1198,1.65134,0.69,,
1199,0.85857,0.84047,,
1200,0.32267,0.93407,1.69144,0.69208
1201,1.52297,0.73423,,
1202,1.76773,0.69501,,
1203,1.21723,0.78477,,
1204,1.58,0.71861,,
1205,0.09992,0.98214,,
1206,1.39178,0.73363,,
1207,1.02185,0.8245,,
1208,1.46016,0.73516,,
1209,0.0,1.0,,
1210,0.23757,0.95392,,
1211,0.68864,0.87176,,
1212,0.0,1.0,,
1213,0.541,0.90141,,
1214,0.58098,0.85223,,
1215,0.0001,1.0,,
1216,4e-05,1.0,,
1217,0.4866,0.87708,,
1218,0.0,1.0,,
1219,0.3274,0.94118,,
1220,0.0,1.0,,
1221,1.52156,0.74257,,
1222,0.43412,0.91146,,
1223,0.01877,0.99107,,
1224,1.14423,0.77129,,
1225,0.0,1.0,,
1226,0.16452,0.96407,,
1227,0.46699,0.91071,,
1228,0.07961,0.99007,,
1229,0.34903,0.91584,,
1230,0.0,1.0,,
1231,0.0,1.0,,
1232,1.47358,0.72727,,
1233,0.98006,0.81319,,
1234,0.84042,0.84047,,
1235,0.39581,0.93088,,
1236,0.0,1.0,,
1237,1.02405,0.80392,,
1238,1.37881,0.72876,,
1239,1.36963,0.74621,,
1240,0.00012,1.0,,
1241,0.0,1.0,,
1242,1.40267,0.75325,,
1243,0.00015,1.0,,
1244,0.19714,0.96358,,
1245,0.49496,0.90265,,
1246,0.0,1.0,,
1247,0.94805,0.80682,,
1248,0.0,1.0,,
1249,0.31233,0.92683,,
1250,0.0,1.0,,
1251,0.14184,0.97321,,
1252,0.54649,0.86254,,
1253,1.45378,0.73267,,
1254,0.30957,0.92,,
1255,0.0,1.0,,
1256,0.20065,0.97321,,
1257,0.00043,1.0,,
1258,0.69316,0.83333,,
1259,1.56181,0.71471,,
1260,0.25408,0.95098,,
1261,0.0,1.0,,
1262,0.0,1.0,,
1263,0.0,1.0,,
1264,1.67727,0.72222,,
1265,0.1722,0.96084,,
1266,1.27814,0.7226,,
1267,0.76594,0.8289,,
1268,0.09413,0.97819,,
1269,0.23532,0.95536,,
1270,0.68578,0.8543,,
1271,1.04021,0.82192,,
1272,0.03371,0.9901,,
1273,1.47624,0.73293,,
1274,0.13193,0.98214,,
1275,0.0,1.0,,
1276,0.0,1.0,,
1277,0.41223,0.90698,,
1278,0.0004,1.0,,
1279,0.08673,0.97059,,
1280,0.98447,0.82781,,
1281,0.00083,1.0,,
1282,0.43585,0.92574,,
1283,0.97165,0.81592,,
1284,0.29302,0.93564,,
1285,0.84868,0.83333,,
1286,1.9552,0.67838,,
1287,0.0,1.0,,
1288,0.0,1.0,,
1289,0.27719,0.94118,,
1290,0.0,1.0,,
1291,1.52213,0.7186,,
1292,0.0,1.0,,
1293,0.04705,0.99338,,
1294,0.41743,0.91089,,
1295,1.17866,0.81818,,
1296,6e-05,1.0,,
1297,0.02686,0.98958,,
1298,0.0,1.0,,
1299,0.00202,1.0,,
1300,0.0,1.0,0.07121,0.99338
1301,0.00251,1.0,,
1302,1.49514,0.73874,,
1303,0.0,1.0,,
1304,0.15745,0.9902,,
1305,0.2871,0.94059,,
1306,0.0,1.0,,
1307,1.06078,0.8141,,
1308,0.19058,0.95122,,
1309,0.09716,0.98039,,
1310,1.39312,0.75588,,
1311,1.08345,0.81373,,
1312,1.30667,0.75089,,
1313,0.12385,0.96748,,
1314,1.27446,0.74627,,
1315,0.02291,1.0,,
1316,0.51035,0.90426,,
1317,0.8991,0.82927,,
1318,0.01892,0.99099,,
1319,0.73622,0.84185,,
1320,1.59996,0.705,,
1321,0.8944,0.81373,,
1322,0.00014,1.0,,
1323,0.0,1.0,,
1324,0.0,1.0,,
1325,0.20478,0.96341,,
1326,1.37706,0.76488,,
1327,2e-05,1.0,,
1328,0.29717,0.94643,,
1329,0.19082,0.97222,,
1330,0.98851,0.80464,,
1331,0.4383,0.88704,,
1332,0.044,0.99029,,
1333,0.28467,0.93956,,
1334,1.28251,0.73841,,
1335,0.18361,0.95122,,
1336,0.75253,0.85897,,
1337,0.32352,0.92157,,
1338,0.0,1.0,,
1339,0.48016,0.92683,,
1340,0.0,1.0,,
1341,0.0,1.0,,
1342,1.3459,0.78327,,
1343,0.5556,0.91176,,
1344,0.0,1.0,,
1345,0.24111,0.96092,,
1346,0.17637,0.95833,,
1347,0.00055,1.0,,
1348,0.0,1.0,,
1349,0.37194,0.92708,,
1350,1.19209,0.79139,,
1351,1.11593,0.82353,,
1352,1.13274,0.80556,,
1353,0.00833,1.0,,
1354,0.00043,1.0,,
1355,1.06643,0.79412,,
1356,0.0,1.0,,
1357,1.07921,0.80282,,
1358,0.0,1.0,,
1359,1.5419,0.72727,,
1360,0.08752,0.98214,,
1361,1.54151,0.70464,,
1362,1.62784,0.70893,,
1363,0.25502,0.95425,,
1364,1.08259,0.77778,,
1365,0.72009,0.85644,,
1366,0.00016,1.0,,
1367,0.27495,0.93564,,
1368,1.07921,0.8109,,
1369,0.0,1.0,,
1370,1.12396,0.75831,,
1371,1.53862,0.7069,,
1372,0.15157,0.98039,,
1373,0.33139,0.93069,,
1374,1.48374,0.71261,,
1375,0.99756,0.82093,,
1376,1e-05,1.0,,
1377,0.6716,0.87328,,
1378,0.47524,0.86111,,
1379,0.29625,0.9375,,
1380,1.54279,0.72659,,
1381,0.0,1.0,,
1382,0.38652,0.91089,,
1383,0.0,1.0,,
1384,0.0,1.0,,
1385,0.0,1.0,,
1386,1.64783,0.70444,,
1387,0.28472,0.95098,,
1388,0.04704,0.9902,,
1389,1.37286,0.74256,,
1390,0.0,1.0,,
1391,0.8954,0.83333,,
1392,0.76799,0.84722,,
1393,1.50728,0.70745,,
1394,0.116,0.98611,,
1395,0.00063,1.0,,
1396,0.08683,0.9902,,
1397,0.1255,0.98214,,
1398,0.4022,0.90476,,
1399,0.99445,0.8245,,
1400,0.0,1.0,0.28603,0.94643
1401,1.08033,0.77259,,
1402,0.74072,0.82178,,
1403,0.0,1.0,,
1404,0.24403,0.95695,,
1405,1.39325,0.76162,,
1406,0.38031,0.90698,,
1407,0.30159,0.94512,,
1408,0.94077,0.82394,,
1409,1e-05,1.0,,
1410,0.16457,0.97682,,
1411,1e-05,1.0,,
1412,0.03291,0.9918,,
1413,0.0,1.0,,
1414,0.0,1.0,,
1415,0.0,1.0,,
1416,7e-05,1.0,,
1417,1.03487,0.77273,,
1418,0.06647,0.9902,,
1419,1.4608,0.77778,,
1420,1.6681,0.69251,,
1421,1.44155,0.73973,,
1422,0.31378,0.93069,,
1423,0.0,1.0,,
1424,0.04198,0.98077,,
1425,0.19108,0.95833,,
1426,0.0,1.0,,
1427,1.48017,0.72647,,
1428,0.01711,0.9902,,
1429,0.0,1.0,,
1430,0.0032,1.0,,
1431,0.37648,0.94643,,
1432,0.22246,0.95853,,
1433,0.0,1.0,,
1434,0.0,1.0,,
1435,1.09821,0.8066,,
1436,0.28706,0.94371,,
1437,1.27389,0.77624,,
1438,0.00014,1.0,,
1439,1.4007,0.73214,,
1440,0.39049,0.91667,,
1441,0.21174,0.9505,,
1442,0.0,1.0,,
1443,0.0,1.0,,
1444,1.40523,0.76549,,
1445,1.70952,0.75,,
1446,1.73001,0.69795,,
1447,0.0,1.0,,
1448,1.24462,0.75536,,
1449,0.54901,0.86093,,
1450,1.39642,0.75152,,
1451,0.35588,0.92593,,
1452,0.06545,0.99107,,
1453,0.12024,0.97561,,
1454,0.32868,0.94643,,
1455,0.1333,0.98039,,
1456,0.86316,0.88043,,
1457,0.4794,0.8804,,
1458,0.20371,0.95833,,
1459,0.02838,0.99107,,
1460,0.0,1.0,,
1461,0.72053,0.84112,,
1462,0.0,1.0,,
1463,0.18509,0.95833,,
1464,0.11288,0.98039,,
1465,0.28316,0.9375,,
1466,0.4894,0.91071,,
1467,1.11437,0.76972,,
1468,0.49173,0.90845,,
1469,1.04202,0.81841,,
1470,0.0,1.0,,
