Day,metric_type,zone,country,Min,Max,Average,Month,Country,2021 carbon stock (million t),Norm Min,Norm Max,Norm Average,Average Score,Total Average Score,Max Score,Min Score
04 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,12.71,2.63,8,Finland,863.4188,0.0,0.014720550444349834,0.0030460305010731755,3,1.5,3,1
11 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,70.85,7.36,8,Finland,863.4188,0.0,0.08205751368860627,0.008524252656995655,1,1.3,4,1
18 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,33.0,4.9,8,Finland,863.4188,0.0,0.03822015457620334,0.005675113861315043,1,1.5,4,1
25 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,26.18,2.46,8,Finland,863.4188,0.0,0.03032132263045465,0.0028491387956806127,1,1.5,4,1
01 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,17.56,1.56,9,Finland,863.4188,0.0,0.020337754980549412,0.00180677094360234,1,1.0,3,1
08 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,27.44,2.86,9,Finland,863.4188,0.0,0.031780637623364236,0.0033124133966042895,1,1.2,4,1
15 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,29.45,2.98,9,Finland,863.4188,0.0,0.03410859249300571,0.003451395776881393,1,1.2,4,1
22 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,11.82,1.3,9,Finland,863.4188,0.0,0.013689764457294652,0.00150564245300195,1,1.0,3,1
29 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,10.53,0.65,9,Finland,863.4188,0.0,0.012195703869315793,0.000752821226500975,1,1.0,3,1
06 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,16.21,1.15,10,Finland,863.4188,0.0,0.018774203202432005,0.001331914477655571,1,1.0,3,1
13 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,7.52,0.45,10,Finland,863.4188,0.0,0.008709562497365125,0.0005211839260391365,3,1.3,3,1
20 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,0.0,0.0,10,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
27 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,0.11,0.01,10,Finland,863.4188,0.0,0.00012740051525401115,1.1581865023091922e-05,1,1.0,2,1
03 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,8.06,0.53,11,Finland,863.4188,0.0,0.00933498320861209,0.0006138388462238719,3,1.3,3,1
10 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,20.17,1.95,11,Finland,863.4188,0.0,0.02336062175157641,0.002258463679502925,1,1.0,4,1
17 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,1.55,0.07,11,Finland,863.4188,0.0,0.001795189078579248,8.107305516164346e-05,2,1.2,3,1
24 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,0.0,0.0,11,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
01 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,0.0,0.0,12,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
08 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,0.0,0.0,12,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
15 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,0.0,0.0,12,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
22 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,12.19,0.58,12,Finland,863.4188,0.0,0.014118293463149053,0.0006717481713393314,1,1.0,4,1
29 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Finland,0.0,0.0,0.0,12,Finland,863.4188,0.0,0.0,0.0,1,1.0,1,1
07 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,38.32,5.18,1,United Kingdom,257.98,0.0,0.14853864640669817,0.020079075897356382,1,1.5,1,1
14 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,15.55,2.38,1,United Kingdom,257.98,0.0,0.06027599038685169,0.009225521358244825,1,1.5,4,1
21 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,13.12,1.88,1,United Kingdom,257.98,0.0,0.05085665555469415,0.00728738661911776,1,1.5,1,1
28 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,13.68,3.46,1,United Kingdom,257.98,0.0,0.05302736646251647,0.013411892394759282,1,1.5,1,1
04 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,30.39,4.37,2,United Kingdom,257.98,0.0,0.11779982944414295,0.01693929761997054,1,1.7,4,1
11 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,34.03,4.97,2,United Kingdom,257.98,0.0,0.13190945034498797,0.019265059306923016,1,1.5,4,1
18 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,50.35,9.28,2,United Kingdom,257.98,0.0,0.19517016823009534,0.035971780758198305,4,2.0,4,1
25 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,56.3,11.01,2,United Kingdom,257.98,0.0,0.2182339716257074,0.04267772695557795,4,2.0,4,1
03 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,86.2,24.67,3,United Kingdom,257.98,0.0,0.33413442902550583,0.09562756802852934,5,2.3,4,1
10 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,72.52,13.64,3,United Kingdom,257.98,0.0,0.28110706256298934,0.05287231568338631,4,2.0,4,1
17 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.2,43.23,14.47,3,United Kingdom,257.98,0.0007752538956508256,0.16757112954492595,0.05608961935033723,4,2.2,4,3
24 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,1.35,176.35,30.36,3,United Kingdom,257.98,0.005232963795643073,0.6835801224901155,0.11768354135979532,4,2.2,4,3
31 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.2,115.26,31.37,3,United Kingdom,257.98,0.0007752538956508256,0.4467788200635708,0.121598573532832,4,2.2,4,3
07 Apr,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,102.1,26.05,4,United Kingdom,257.98,0.0,0.39576711372974643,0.10097681990852003,4,2.2,4,1
14 Apr,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,126.79,30.62,4,United Kingdom,257.98,0.0,0.4914722071478409,0.1186913714241414,5,2.3,4,1
21 Apr,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,2.4,448.69,43.24,4,United Kingdom,257.98,0.009303046747809907,1.7392433521978448,0.1676098922397085,5,2.5,5,3
28 Apr,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,65.73,20.41,4,United Kingdom,257.98,0.0,0.2547871928056438,0.07911466005116675,4,2.2,4,1
05 May,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.24,422.76,25.63,5,United Kingdom,257.98,0.0009303046747809907,1.638731684626715,0.0993487867276533,5,2.3,5,2
12 May,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,52.75,10.34,5,United Kingdom,257.98,0.0,0.20447321497790524,0.04008062640514768,4,2.3,4,1
19 May,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,1.05,65.07,7.4,5,United Kingdom,257.98,0.004070082952166834,0.2522288549499961,0.028684394139080548,4,2.3,4,2
26 May,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.18,57.89,9.18,5,United Kingdom,257.98,0.000697728506085743,0.22439724009613146,0.035584153810372894,4,2.3,4,2
02 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.73,14.59,4.98,6,United Kingdom,257.98,0.002829676719125513,0.056554771687727726,0.019303822001705558,4,2.5,4,2
09 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.39,40.15,7.96,6,United Kingdom,257.98,0.0015117450965191099,0.15563221955190323,0.030855105046902857,4,2.3,4,2
16 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,13.93,3.69,6,United Kingdom,257.98,0.0,0.05399643383208,0.014303434374757732,4,2.3,4,1
23 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.54,10.3,3.91,6,United Kingdom,257.98,0.0020931855182572292,0.03992557562601752,0.015156213659973642,4,2.3,4,2
30 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,42.1,7.55,6,United Kingdom,257.98,0.0,0.1631909450344988,0.029265834560818667,4,2.5,4,1
07 Jul,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,19.7,4.39,7,United Kingdom,257.98,0.0,0.07636250872160631,0.01701682300953562,4,2.5,4,1
14 Jul,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,34.68,6.77,7,United Kingdom,257.98,0.0,0.13442902550585314,0.026242344367780446,1,2.0,4,1
21 Jul,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.33,27.86,4.47,7,United Kingdom,257.98,0.0012791689278238622,0.10799286766416,0.01732692456779595,4,2.3,4,2
28 Jul,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.34,25.99,6.72,7,United Kingdom,257.98,0.0013179316226064035,0.10074424373982478,0.02604853089386774,1,1.8,4,2
04 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,12.01,4.32,8,United Kingdom,257.98,0.0,0.046553996433832075,0.016745484146057834,4,2.3,4,1
11 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,18.39,5.03,8,United Kingdom,257.98,0.0,0.07128459570509342,0.019497635475618266,1,1.8,4,1
18 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.06,15.75,3.71,8,United Kingdom,257.98,0.00023257616869524768,0.06105124428250251,0.014380959764322814,1,1.7,4,1
25 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,1.08,16.6,4.43,8,United Kingdom,257.98,0.0041863710365144585,0.06434607333901853,0.017171873788665786,1,1.8,4,3
01 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.75,13.42,6.11,9,United Kingdom,257.98,0.002907202108690596,0.0520195363981704,0.023684006512132722,1,1.8,4,2
08 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,16.55,5.3,9,United Kingdom,257.98,0.0,0.06415225986510582,0.020544228234746876,1,1.8,4,1
15 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.55,38.3,6.75,9,United Kingdom,257.98,0.0021319482130397705,0.1484611210171331,0.026164818978215362,1,1.8,4,2
22 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,1.04,25.52,6.54,9,United Kingdom,257.98,0.004031320257384293,0.09892239708504534,0.025350802387781996,1,1.8,4,2
29 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,11.19,4.69,9,United Kingdom,257.98,0.0,0.04337545546166369,0.01817970385301186,1,1.8,4,1
06 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.36,26.42,6.23,10,United Kingdom,257.98,0.001395457012171486,0.10241103961547407,0.02414915884952322,1,1.8,4,2
13 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.19,13.38,3.08,10,United Kingdom,257.98,0.0007364912008682843,0.05186448561904024,0.011938909993022714,4,2.2,4,2
20 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,12.4,3.07,10,United Kingdom,257.98,0.0,0.04806574153035119,0.011900147298240172,1,1.7,4,1
27 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,35.77,5.61,10,United Kingdom,257.98,0.0,0.13865415923715016,0.02174587177300566,4,2.2,4,1
03 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,17.01,4.34,11,United Kingdom,257.98,0.0,0.06593534382510272,0.016823009535622914,4,2.0,4,1
10 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,16.2,3.8,11,United Kingdom,257.98,0.0,0.06279556554771687,0.014729824017365686,1,1.5,4,1
17 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,61.98,6.46,11,United Kingdom,257.98,0.0,0.24025118226219083,0.025040700829521666,5,2.2,5,1
24 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,41.32,7.47,11,United Kingdom,257.98,0.0,0.16016745484146055,0.028955733002558336,1,1.5,5,1
01 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,11.98,2.36,12,United Kingdom,257.98,0.0,0.046437708349484456,0.009147995968679741,1,1.5,4,1
08 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,15.41,3.88,12,United Kingdom,257.98,0.0,0.059733312659896114,0.015039925575626016,1,1.5,4,1
15 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,31.72,6.46,12,United Kingdom,257.98,0.0,0.12295526785022093,0.025040700829521666,1,1.5,4,1
22 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,32.52,5.34,12,United Kingdom,257.98,0.0,0.12605628343282424,0.020699279013877043,1,1.5,4,1
29 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,United Kingdom,0.0,15.76,2.55,12,United Kingdom,257.98,0.0,0.061090006977285054,0.009884487169548026,1,1.5,4,1
07 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,1.17,0.06,1,Hungary,136.7524,0.0,0.008555608530453578,0.00043874915540787586,1,1.5,1,1
14 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,4.33,0.46,1,Hungary,136.7524,0.0,0.03166306404860171,0.003363743524793715,1,1.5,4,1
21 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,1.4,0.08,1,Hungary,136.7524,0.0,0.010237480292850437,0.0005849988738771678,1,1.5,1,1
28 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,0.62,0.05,1,Hungary,136.7524,0.0,0.00453374127254805,0.0003656242961732299,1,1.3,1,1
04 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,14.3,1.13,2,Hungary,136.7524,0.0,0.10456854870554375,0.008263109093514994,1,1.5,4,1
11 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,5.87,0.79,2,Hungary,136.7524,0.0,0.04292429237073719,0.005776863879537033,1,1.5,4,1
18 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,2.99,0.69,2,Hungary,136.7524,0.0,0.02186433291115915,0.005045615287190572,4,2.0,4,1
25 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,37.18,4.27,2,Hungary,136.7524,0.0,0.27187822663441374,0.031224314893193827,4,2.2,4,1
03 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,17.03,3.7,3,Hungary,136.7524,0.0,0.1245316352766021,0.027056197916819014,4,2.3,4,1
10 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,46.17,6.68,3,Hungary,136.7524,0.0,0.3376174750863605,0.04884740596874351,4,2.5,4,1
17 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,48.57,9.35,3,Hungary,136.7524,0.0,0.3551674413026755,0.06837174338439399,4,2.5,4,1
24 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,50.59,11.64,3,Hungary,136.7524,0.0,0.36993866286807403,0.08511733614912792,4,2.7,4,1
31 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,34.09,9.66,3,Hungary,136.7524,0.0,0.24928264513090817,0.07063861402066801,4,2.5,4,1
07 Apr,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,70.17,10.53,4,Hungary,136.7524,0.0,0.5131171372495108,0.07700047677408221,4,2.5,4,1
14 Apr,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,26.77,4.22,4,Hungary,136.7524,0.0,0.19575524817114728,0.0308586905970206,4,2.3,4,1
21 Apr,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,24.41,3.66,4,Hungary,136.7524,0.0,0.17849778139177083,0.02676369847988043,4,2.3,4,1
28 Apr,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,5.85,1.87,4,Hungary,136.7524,0.0,0.042778042652267895,0.013674348676878799,4,2.3,4,1
05 May,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,28.74,2.25,5,Hungary,136.7524,0.0,0.21016084544037253,0.016453093327795345,4,2.3,4,1
12 May,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,2.15,0.38,5,Hungary,136.7524,0.0,0.015721844735448885,0.0027787446509165473,3,2.0,3,1
19 May,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,1.49,0.25,5,Hungary,136.7524,0.0,0.010895604025962251,0.0018281214808661495,3,2.0,3,1
26 May,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,2.66,0.48,5,Hungary,136.7524,0.0,0.01945121255641583,0.003509993243263007,4,2.2,4,1
02 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,1.32,0.19,6,Hungary,136.7524,0.0,0.009652481418973268,0.0013893723254582737,3,2.0,3,1
09 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,2.0,0.31,6,Hungary,136.7524,0.0,0.014624971846929196,0.002266870636274025,3,2.0,3,1
16 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,1.56,0.32,6,Hungary,136.7524,0.0,0.011407478040604773,0.002339995495508671,3,2.2,3,1
23 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,9.17,0.89,6,Hungary,136.7524,0.0,0.06705549591817037,0.006508112471883492,4,2.3,4,1
30 Jun,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,1.62,0.54,6,Hungary,136.7524,0.0,0.01184622719601265,0.003948742398670883,3,2.2,3,1
07 Jul,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,12.91,2.26,7,Hungary,136.7524,0.0,0.09440419327192795,0.016526218187029987,4,2.5,4,1
14 Jul,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,5.22,1.38,7,Hungary,136.7524,0.0,0.0381711765204852,0.010091230574381145,1,2.0,4,1
21 Jul,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,28.57,2.96,7,Hungary,136.7524,0.0,0.20891772283338356,0.02164495833345521,4,2.7,4,1
28 Jul,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,11.58,2.79,7,Hungary,136.7524,0.0,0.08467858699372004,0.020401835726466228,1,2.0,4,1
04 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.15,13.91,2.92,8,Hungary,136.7524,0.0010968728885196895,0.10171667919539255,0.021352458896516626,4,2.3,4,2
11 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,28.94,4.4,8,Hungary,136.7524,0.0,0.21162334262506546,0.03217493806324423,1,2.2,4,1
18 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,33.18,4.31,8,Hungary,136.7524,0.0,0.24262828294055536,0.03151681433013241,1,2.2,4,1
25 Aug,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.09,16.56,3.03,8,Hungary,136.7524,0.0006581237331118138,0.12109476689257373,0.02215683234809773,1,2.0,4,2
01 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,10.8,2.48,9,Hungary,136.7524,0.0,0.07897484797341765,0.0181349650901922,1,2.2,4,1
08 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,15.49,2.35,9,Hungary,136.7524,0.0,0.11327040695446662,0.017184341920141805,1,2.0,4,1
15 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,6.75,1.6,9,Hungary,136.7524,0.0,0.04935927998338603,0.011699977477543358,1,2.0,4,1
22 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,48.98,4.99,9,Hungary,136.7524,0.0,0.35816556053129595,0.03648930475808834,1,2.0,4,1
29 Sep,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,66.87,6.95,9,Hungary,136.7524,0.0,0.48898593370207766,0.05082177716807895,1,2.0,5,1
06 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.1,33.78,5.32,10,Hungary,136.7524,0.0007312485923464598,0.2470157744946341,0.03890242511283166,1,2.0,4,2
13 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,24.25,4.74,10,Hungary,136.7524,0.0,0.1773277836440165,0.034661183277222195,4,2.5,4,1
20 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,24.31,5.2,10,Hungary,136.7524,0.0,0.17776653279942436,0.038024926802015906,1,2.0,4,1
27 Oct,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,15.07,3.15,10,Hungary,136.7524,0.0,0.1101991628666115,0.02303433065891348,4,2.5,4,1
03 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,12.22,2.31,11,Hungary,136.7524,0.0,0.08935857798473738,0.01689184248320322,4,2.3,4,1
10 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,13.05,1.9,11,Hungary,136.7524,0.0,0.095427941301213,0.013893723254582735,1,1.5,4,1
17 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,14.08,1.32,11,Hungary,136.7524,0.0,0.10295980180238154,0.009652481418973268,4,2.0,4,1
24 Nov,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,35.92,1.96,11,Hungary,136.7524,0.0,0.2626644943708484,0.014332472409990612,1,1.5,5,1
01 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,1.24,0.12,12,Hungary,136.7524,0.0,0.0090674825450961,0.0008774983108157517,1,1.3,3,1
08 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,8.7,0.41,12,Hungary,136.7524,0.0,0.06361862753414199,0.002998119228620485,1,1.3,4,1
15 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,4.74,0.23,12,Hungary,136.7524,0.0,0.034661183277222195,0.0016818717623968576,1,1.3,4,1
22 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,0.94,0.04,12,Hungary,136.7524,0.0,0.006873736768056722,0.0002924994369385839,1,1.2,3,1
29 Dec,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Europe,Hungary,0.0,4.75,0.31,12,Hungary,136.7524,0.0,0.03473430813645684,0.002266870636274025,1,1.5,4,1
07 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Asia,India,0.17,0.66,0.39,1,India,3005.6956,5.6559286975035e-05,0.00021958311413837117,0.00012975365835449205,1,2.3,1,1
14 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Asia,India,0.22,0.73,0.45,1,India,3005.6956,7.319437137945706e-05,0.00024287223230456205,0.00014971575963979852,1,2.3,2,1
21 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Asia,India,0.24,0.78,0.42,1,India,3005.6956,7.984840514122588e-05,0.0002595073167089841,0.00013973470899714528,1,2.3,1,1
28 Jan,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Asia,India,0.16,0.84,0.48,1,India,3005.6956,5.3232270094150585e-05,0.00027946941799429056,0.00015969681028245176,1,2.3,1,1
04 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Asia,India,0.26,0.94,0.64,2,India,3005.6956,8.65024389029947e-05,0.00031273958680313465,0.00021292908037660234,1,2.3,2,1
11 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Asia,India,0.38,2.0,0.8,2,India,3005.6956,0.00012642664147360764,0.0006654033761768824,0.00026616135047075295,1,2.3,2,1
18 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Asia,India,0.33,2.12,1.18,2,India,3005.6956,0.00010979155706918559,0.0007053275787474953,0.00039258799194436054,2,2.5,2,1
25 Feb,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Asia,India,0.71,4.77,1.62,2,India,3005.6956,0.00023621819854279322,0.001586987052181864,0.0005389767347032747,3,2.7,2,1
03 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Asia,India,0.7,7.51,3.32,3,India,3005.6956,0.00023289118166190879,0.002498589677544193,0.0011045696044536246,3,3.0,3,1
10 Mar,GWIS Weekly Emissions - [CO2] - Carbon Dioxide,Asia,India,1.32,17.54,6.82,3,India,3005.6956,0.00043916622827674235,0.0058355876090712576,0.0022690255127631688,3,3.0,3,3
